code	http_status	file	line	message
PAYMENT_NOT_CONFIRMED	402	api/customer/checkout-confirm.php	80	決済が完了していません (status: ' . $pStatus . ')
PAYMENT_GATEWAY_ERROR	502	api/customer/checkout-confirm.php	97	Stripe設定が見つかりません
PAYMENT_GATEWAY_ERROR	502	api/customer/checkout-confirm.php	102	$result['error'] ?: '決済検証に失敗しました'
PAYMENT_NOT_CONFIRMED	402	api/customer/checkout-confirm.php	107	決済が完了していません (status: ' . $pStatus . ')
STRIPE_MISMATCH	403	api/customer/checkout-confirm.php	134	決済情報が一致しません (metadata 不足)
STRIPE_MISMATCH	403	api/customer/checkout-confirm.php	139	決済情報が一致しません (テナント/店舗/テーブル)
STRIPE_MISMATCH	403	api/customer/checkout-confirm.php	144	決済情報が一致しません (用途)
STRIPE_MISMATCH	403	api/customer/checkout-confirm.php	149	決済情報が一致しません (通貨)
STRIPE_MISMATCH	403	api/customer/checkout-confirm.php	154	決済情報が一致しません (金額)
NO_UNPAID_ORDERS	404	api/customer/checkout-confirm.php	194	未払いの注文がありません
STRIPE_MISMATCH	403	api/customer/checkout-confirm.php	206	決済情報が一致しません (注文ID)
STRIPE_MISMATCH	403	api/customer/checkout-confirm.php	211	決済情報が一致しません (注文ID不一致)
STRIPE_MISMATCH	403	api/customer/checkout-confirm.php	250	決済情報が一致しません (合計金額)
CONFLICT	409	api/customer/checkout-confirm.php	442	この注文は既に他の操作で確定されました。画面を更新してご確認ください。
PAYMENT_GATEWAY_ERROR	502	api/customer/checkout-confirm.php	444	決済処理に失敗しました。時間を置いて再試行してください。
MISSING_PARAM	400	api/customer/reservation-precheckin.php	19	id と t が必要です
NOT_FOUND	404	api/customer/reservation-precheckin.php	24	予約が見つかりません
FORBIDDEN	403	api/customer/reservation-precheckin.php	25	本人確認に失敗しました
NOT_AVAILABLE	400	api/customer/reservation-precheckin.php	42	事前チェックインできない状態です
TOO_EARLY	400	api/customer/reservation-precheckin.php	48	予約時刻 30 分前から利用できます
MISSING_ID	400	api/customer/reservation-detail.php	19	id が必要です
NOT_FOUND	404	api/customer/reservation-detail.php	24	予約が見つかりません
FORBIDDEN	403	api/customer/reservation-detail.php	29	本人確認に失敗しました
MISSING_PARAM	400	api/customer/reservation-ai-parse.php	24	store_id と text が必要です
TEXT_TOO_LONG	400	api/customer/reservation-ai-parse.php	25	入力が長すぎます
RESERVATION_DISABLED	403	api/customer/reservation-ai-parse.php	31	オンライン予約は受け付けていません
AI_CHAT_DISABLED	403	api/customer/reservation-ai-parse.php	32	AI予約は無効です
AI_NOT_CONFIGURED	503	api/customer/reservation-ai-parse.php	44	AI機能が設定されていません
AI_FAILED	503	api/customer/reservation-ai-parse.php	70	AIの応答に失敗しました
AI_PARSE_FAILED	500	api/customer/reservation-ai-parse.php	77	AI応答を解釈できませんでした
MISSING_FIELDS	400	api/customer/get-bill.php	20	store_id, table_id, session_token は必須です
INVALID_SESSION	403	api/customer/get-bill.php	33	セッションが無効です
INVALID_SESSION	403	api/customer/get-bill.php	36	セッションの有効期限が切れています
NO_UNPAID_ORDERS	404	api/customer/get-bill.php	51	未払いの注文がありません
MISSING_FIELDS	400	api/customer/order-history.php	21	store_id, table_id, session_token は必須です
INVALID_SESSION	403	api/customer/order-history.php	32	このQRコードは無効です。スタッフにお声がけください。
INVALID_SESSION	403	api/customer/order-history.php	35	このQRコードは無効です。スタッフにお声がけください。
MISSING_STORE	400	api/customer/reservation-create.php	36	store_id が必要です
STORE_NOT_FOUND	404	api/customer/reservation-create.php	41	店舗が見つかりません
RESERVATION_DISABLED	403	api/customer/reservation-create.php	44	オンライン予約は受け付けていません
INVALID_NAME	400	api/customer/reservation-create.php	48	お名前を入力してください
PHONE_REQUIRED	400	api/customer/reservation-create.php	51	電話番号を入力してください
EMAIL_REQUIRED	400	api/customer/reservation-create.php	52	メールアドレスを入力してください
INVALID_EMAIL	400	api/customer/reservation-create.php	53	メールアドレスが不正です
INVALID_PHONE	400	api/customer/reservation-create.php	54	電話番号が不正です
INVALID_PARTY_SIZE	400	api/customer/reservation-create.php	58	人数が範囲外です
INVALID_DATETIME	400	api/customer/reservation-create.php	62	日時形式が不正です
INVALID_DATETIME	400	api/customer/reservation-create.php	64	日時を解釈できません
LEAD_TIME_VIOLATION	400	api/customer/reservation-create.php	69	予約締切時刻を過ぎています
TOO_FAR	400	api/customer/reservation-create.php	74	受付期間を超えています
CANNOT_RESERVE	403	api/customer/reservation-create.php	82	この番号からは予約できません。お電話で店舗へお問い合わせください
SLOT_UNAVAILABLE	409	api/customer/reservation-create.php	94	お選びの時間は満席です。別の時間をお試しください
COURSE_NOT_FOUND	404	api/customer/reservation-create.php	145	コースが見つかりません
COURSE_PARTY_MISMATCH	400	api/customer/reservation-create.php	148	このコースの対象人数外です
SLOT_FULL	409	api/customer/reservation-create.php	185	お選びの時間は満席になりました。別の時間をお試しください
SLOT_FULL	409	api/customer/reservation-create.php	214	お選びの時間は同一の予約が既に登録されています
DB_ERROR	500	api/customer/reservation-create.php	217	予約の登録に失敗しました
DB_ERROR	500	api/customer/reservation-create.php	221	予約の登録に失敗しました
DEPOSIT_CHECKOUT_FAILED	503	api/customer/reservation-create.php	253	'予約金決済の準備に失敗しました: ' . ($checkout['error'] ?: 'unknown')
MISSING_STORE	400	api/customer/menu.php	17	store_idが必要です
STORE_NOT_FOUND	404	api/customer/menu.php	25	店舗が見つかりません
NOT_FOUND	404	api/customer/menu.php	40	プランが見つかりません
COURSE_NOT_FOUND	404	api/customer/menu.php	100	コースが見つかりません
MISSING_STORE	400	api/customer/ai-waiter.php	29	store_id は必須です
MISSING_MESSAGE	400	api/customer/ai-waiter.php	32	メッセージを入力してください
STORE_NOT_FOUND	404	api/customer/ai-waiter.php	47	店舗が見つかりません
GEMINI_NETWORK	502	api/customer/ai-waiter.php	127	'AI通信エラー: ' . $curlError
GEMINI_PARSE	502	api/customer/ai-waiter.php	132	AIレスポンスの解析に失敗しました
GEMINI_ERROR	502	api/customer/ai-waiter.php	136	$geminiJson['error']['message'] ?? 'AI APIエラー'
MISSING_FIELDS	400	api/customer/satisfaction-rating.php	28	必須フィールドが不足しています
INVALID_RATING	400	api/customer/satisfaction-rating.php	32	評価は1〜5の整数で指定してください
INVALID_SESSION	403	api/customer/satisfaction-rating.php	45	セッションが無効です
INVALID_SESSION	403	api/customer/satisfaction-rating.php	48	セッションが期限切れです
DB_ERROR	500	api/customer/satisfaction-rating.php	94	evaluation テーブルが未作成の可能性があります
MISSING_PARAM	400	api/customer/reservation-cancel.php	24	id と edit_token が必要です
NOT_FOUND	404	api/customer/reservation-cancel.php	29	予約が見つかりません
FORBIDDEN	403	api/customer/reservation-cancel.php	30	本人確認に失敗しました
ALREADY_FINAL	400	api/customer/reservation-cancel.php	31	この予約は既に確定状態です
MISSING_STORE	400	api/customer/reservation-availability.php	20	store_id が必要です
STORE_NOT_FOUND	404	api/customer/reservation-availability.php	26	店舗が見つかりません
RESERVATION_DISABLED	403	api/customer/reservation-availability.php	30	この店舗ではオンライン予約を受け付けていません
INVALID_DATE	400	api/customer/reservation-availability.php	69	日付形式が不正です
INVALID_DATE	400	api/customer/reservation-availability.php	79	日付形式が不正です
INVALID_PARTY_SIZE	400	api/customer/reservation-availability.php	80	人数が下限未満です
INVALID_PARTY_SIZE	400	api/customer/reservation-availability.php	81	人数が上限超過です
PAST_DATE	400	api/customer/reservation-availability.php	86	過去日は予約できません
TOO_FAR	400	api/customer/reservation-availability.php	87	受付期間を超えています
MISSING_PARAM	400	api/customer/reservation-deposit-checkout.php	23	id と edit_token が必要です
NOT_FOUND	404	api/customer/reservation-deposit-checkout.php	28	予約が見つかりません
FORBIDDEN	403	api/customer/reservation-deposit-checkout.php	29	本人確認に失敗しました
NO_DEPOSIT	400	api/customer/reservation-deposit-checkout.php	30	この予約に予約金は不要です
INVALID_STATUS	400	api/customer/reservation-deposit-checkout.php	31	'既に処理済みです: ' . $r['deposit_status']
CHECKOUT_FAILED	503	api/customer/reservation-deposit-checkout.php	41	$checkout['error'] ?: '不明'
MISSING_FIELDS	400	api/customer/order-status.php	20	store_id, table_id, session_token は必須です
INVALID_SESSION	403	api/customer/order-status.php	33	セッションが無効です
INVALID_SESSION	403	api/customer/order-status.php	36	セッションが期限切れです
MISSING_FIELDS	400	api/customer/receipt-view.php	20	payment_id, store_id は必須です
PAYMENT_NOT_FOUND	404	api/customer/receipt-view.php	33	支払い情報が見つかりません
RECEIPT_EXPIRED	403	api/customer/receipt-view.php	39	領収書の表示期限が切れています。スタッフにお声がけください
MISSING_ALERT_ID	400	api/customer/call-staff.php	26	alert_id は必須です
MISSING_FIELDS	400	api/customer/call-staff.php	56	store_id, table_id は必須です
TABLE_NOT_FOUND	404	api/customer/call-staff.php	74	テーブルが見つかりません
MISSING_PARAMS	400	api/customer/table-session.php	23	store_idとtable_idが必要です
TABLE_NOT_FOUND	404	api/customer/table-session.php	37	テーブルが見つかりません
SESSION_COOLDOWN	403	api/customer/table-session.php	120	お会計が完了しています。新しいご注文はスタッフにお声がけください。
NO_ACTIVE_SESSION	403	api/customer/table-session.php	124	スタッフが着席操作を行うまでお待ちください。
PIN_REQUIRED	403	api/customer/table-session.php	151	着席PINを入力してください。
INVALID_PIN	403	api/customer/table-session.php	156	PINが正しくありません。スタッフにお声がけください。
MISSING_PARAM	400	api/customer/reservation-update.php	22	id と edit_token が必要です
NOT_FOUND	404	api/customer/reservation-update.php	27	予約が見つかりません
FORBIDDEN	403	api/customer/reservation-update.php	28	本人確認に失敗しました
ALREADY_FINAL	400	api/customer/reservation-update.php	29	変更できない状態です
CANCEL_DEADLINE_PASSED	400	api/customer/reservation-update.php	34	変更締切時刻を過ぎています
INVALID_PARTY_SIZE	400	api/customer/reservation-update.php	42	人数が範囲外です
INVALID_DATETIME	400	api/customer/reservation-update.php	45	日時形式が不正です
INVALID_DATETIME	400	api/customer/reservation-update.php	47	日時を解釈できません
LEAD_TIME_VIOLATION	400	api/customer/reservation-update.php	48	予約締切時刻を過ぎています
SLOT_UNAVAILABLE	409	api/customer/reservation-update.php	59	お選びの時間は満席です
NO_CHANGES	400	api/customer/reservation-update.php	69	変更項目がありません
MISSING_FIELDS	400	api/customer/orders.php	33	store_id, table_id, items は必須です
INVALID_SESSION	403	api/customer/orders.php	46	このQRコードは無効です。スタッフにお声がけください。
INVALID_SESSION	403	api/customer/orders.php	49	このQRコードは無効です。スタッフにお声がけください。
SESSION_ORDER_LIMIT	429	api/customer/orders.php	60	このセッションの注文上限に達しました。スタッフにお声がけください。
TABLE_NOT_FOUND	404	api/customer/orders.php	77	テーブルが見つかりません
MAX_ITEMS_EXCEEDED	400	api/customer/orders.php	121	1回の注文は' . $maxItems . '品までです。店員をお呼びください。
MAX_AMOUNT_EXCEEDED	400	api/customer/orders.php	125	金額上限を超えています。店員をお呼びください。
LAST_ORDER_PASSED	409	api/customer/orders.php	140	ラストオーダー時刻を過ぎています
LAST_ORDER_PASSED	409	api/customer/orders.php	154	現在ラストオーダーのため注文を受け付けておりません
LAST_ORDER_PASSED	409	api/customer/orders.php	158	現在ラストオーダーのため注文を受け付けておりません
MISSING_FIELDS	400	api/customer/checkout-session.php	23	store_id, table_id, session_token は必須です
INVALID_SESSION	403	api/customer/checkout-session.php	36	セッションが無効です
INVALID_SESSION	403	api/customer/checkout-session.php	39	セッションの有効期限が切れています
SELF_CHECKOUT_DISABLED	403	api/customer/checkout-session.php	54	セルフレジは有効になっていません
NO_UNPAID_ORDERS	404	api/customer/checkout-session.php	69	未払いの注文がありません
INVALID_AMOUNT	400	api/customer/checkout-session.php	79	合計金額が不正です
STORE_NOT_FOUND	404	api/customer/checkout-session.php	93	店舗が見つかりません
PAYMENT_NOT_CONFIGURED	503	api/customer/checkout-session.php	164	オンライン決済が設定されていません
CHECKOUT_FAILED	502	api/customer/checkout-session.php	180	$errMsg
MISSING_STORE	400	api/store/menu-overrides-csv.php	62	store_id は必須です
NO_FILE	400	api/store/menu-overrides-csv.php	66	CSVファイルをアップロードしてください
FILE_READ_ERROR	500	api/store/menu-overrides-csv.php	70	ファイルの読み込みに失敗しました
EMPTY_CSV	400	api/store/menu-overrides-csv.php	76	CSVが空です
MISSING_COLUMN	400	api/store/menu-overrides-csv.php	81	必須カラム "template_id" がありません
IMPORT_FAILED	500	api/store/menu-overrides-csv.php	125	'インポートに失敗しました: ' . $e->getMessage()
MIGRATION_REQUIRED	500	api/store/time-limit-plans.php	28	この機能にはデータベースの更新が必要です
VALIDATION	400	api/store/time-limit-plans.php	50	store_id, name, duration_min（1以上）は必須です
MISSING_ID	400	api/store/time-limit-plans.php	78	idが必要です
MISSING_STORE	400	api/store/time-limit-plans.php	82	store_idが必要です
NOT_FOUND	404	api/store/time-limit-plans.php	88	プランが見つかりません
NO_FIELDS	400	api/store/time-limit-plans.php	100	更新項目がありません
MISSING_PARAMS	400	api/store/time-limit-plans.php	111	idとstore_idが必要です
MISSING_STORE	400	api/store/last-order.php	20	store_id は必須です
MISSING_FIELDS	400	api/store/last-order.php	73	store_id と active は必須です
MIGRATION_REQUIRED	500	api/store/last-order.php	90	'ラストオーダー機能にはデータベースの更新が必要です: ' . $e->getMessage()
MISSING_FIELDS	400	api/store/menu-overrides.php	50	store_idとtemplate_idは必須です
NOT_FOUND	404	api/store/menu-overrides.php	60	メニューが見つかりません
DB_ERROR	500	api/store/tables-status.php	30	'テーブル取得に失敗しました: ' . $e->getMessage()
MISSING_STORE	400	api/store/settings.php	59	store_idが必要です
INVALID_COLOR	400	api/store/settings.php	87	カラーコードは #RRGGBB 形式で入力してください
NO_FIELDS	400	api/store/settings.php	91	更新項目がありません
SERVER_ERROR	500	api/store/settings.php	116	設定の更新に失敗しました
MISSING_STORE	400	api/store/reservation-settings.php	20	store_id が必要です
FORBIDDEN	403	api/store/reservation-settings.php	36	設定変更は manager 以上のみ可能です
MISSING_STORE	400	api/store/reservation-settings.php	39	store_id が必要です
INVALID_VALUE	400	api/store/reservation-settings.php	75	$key . ' は 1 以上'
INVALID_VALUE	400	api/store/reservation-settings.php	76	$key . ' は 0 以上'
INVALID_TIME	400	api/store/reservation-settings.php	78	$key . ' は HH:MM'
INVALID_EMAIL	400	api/store/reservation-settings.php	81	通知メールが不正です
NO_FIELDS	400	api/store/reservation-settings.php	85	更新項目がありません
MISSING_PARAM	400	api/store/reservation-notify.php	20	reservation_id と store_id が必要です
INVALID_TYPE	400	api/store/reservation-notify.php	22	不正な通知タイプ
RESERVATION_NOT_FOUND	404	api/store/reservation-notify.php	29	予約が見つかりません
NO_EMAIL	400	api/store/reservation-notify.php	30	メールアドレスが登録されていません
SEND_FAILED	500	api/store/reservation-notify.php	37	$result['error'] ?: '送信失敗'
MISSING_STORE	400	api/store/reservation-courses.php	22	store_id が必要です
FORBIDDEN	403	api/store/reservation-courses.php	35	コース作成は manager 以上
MISSING_STORE	400	api/store/reservation-courses.php	38	store_id が必要です
MISSING_NAME	400	api/store/reservation-courses.php	41	コース名が必要です
FORBIDDEN	403	api/store/reservation-courses.php	66	コース変更は manager 以上
MISSING_PARAM	400	api/store/reservation-courses.php	70	id と store_id が必要です
NO_FIELDS	400	api/store/reservation-courses.php	84	更新項目がありません
FORBIDDEN	403	api/store/reservation-courses.php	96	コース削除は manager 以上
MISSING_PARAM	400	api/store/reservation-courses.php	99	id と store_id が必要です
VALIDATION	400	api/store/terminal-intent.php	33	金額は1以上を指定してください
VALIDATION	400	api/store/terminal-intent.php	36	store_id は必須です
VALIDATION	400	api/store/terminal-intent.php	39	table_id または order_ids が必要です
NOT_FOUND	404	api/store/terminal-intent.php	67	対象の未会計注文が見つかりません
AMOUNT_MISMATCH	400	api/store/terminal-intent.php	71	金額がサーバー側計算値と一致しません
STRIPE_NOT_CONFIGURED	500	api/store/terminal-intent.php	99	プラットフォームのStripe APIキーが設定されていません
NOT_CONNECTED	400	api/store/terminal-intent.php	107	Stripe Terminal が利用できる設定がありません
STRIPE_ERROR	502	api/store/terminal-intent.php	113	$result['error'] ?: 'PaymentIntentの作成に失敗しました'
MISSING_STORE	400	api/store/takeout-management.php	73	store_idが必要です
MISSING_ORDER	400	api/store/takeout-management.php	74	order_idが必要です
MISSING_STATUS	400	api/store/takeout-management.php	75	statusが必要です
NOT_FOUND	404	api/store/takeout-management.php	84	注文が見つかりません
INVALID_TRANSITION	400	api/store/takeout-management.php	96	$current . ' から ' . $newStatus . ' への遷移はできません'
VALIDATION	400	api/store/set-cashier-pin.php	31	user_id は必須です
VALIDATION	400	api/store/set-cashier-pin.php	32	pin は必須です
INVALID_PIN	400	api/store/set-cashier-pin.php	34	PIN は 4〜8 桁の数字で入力してください
WEAK_PIN	400	api/store/set-cashier-pin.php	39	同じ数字の繰り返しは PIN として使えません
WEAK_PIN	400	api/store/set-cashier-pin.php	42	推測されやすい PIN は使えません
NOT_FOUND	404	api/store/set-cashier-pin.php	55	対象ユーザーが見つかりません
VALIDATION	400	api/store/set-cashier-pin.php	57	device ロールには PIN を設定できません
FORBIDDEN	403	api/store/set-cashier-pin.php	65	他人の PIN は manager 以上でないと設定できません
FORBIDDEN	403	api/store/set-cashier-pin.php	79	この店舗のスタッフではありません
MIGRATION	500	api/store/set-cashier-pin.php	88	cashier_pin_hash カラムが未作成です。migration-cp1-cashier-pin.sql を実行してください。
INVALID_VISIBLE_TOOLS	400	api/store/staff-management.php	33	visible_tools に不正な値: ' . $p . ' (kds/register/handy のみ可)
INVALID_KIND	400	api/store/staff-management.php	61	kind は staff または device のみ指定可能です
MISSING_STORE	400	api/store/staff-management.php	112	store_id は必須です
MISSING_FIELDS	400	api/store/staff-management.php	121	ユーザー名とパスワードは必須です
INVALID_USERNAME	400	api/store/staff-management.php	122	ユーザー名は半角英数字・ハイフン・アンダースコア（3〜50文字）で入力してください
INVALID_EMAIL	400	api/store/staff-management.php	126	メールアドレスの形式が正しくありません
DUPLICATE_USERNAME	409	api/store/staff-management.php	131	このユーザー名は既に使用されています
DUPLICATE_EMAIL	409	api/store/staff-management.php	137	このメールアドレスは既に登録されています
CREATE_FAILED	500	api/store/staff-management.php	164	スタッフ作成に失敗しました
MISSING_ID	400	api/store/staff-management.php	175	idが必要です
NOT_FOUND	404	api/store/staff-management.php	181	ユーザーが見つかりません
FORBIDDEN	403	api/store/staff-management.php	183	($kind === 'device' ? 'デバイス' : 'スタッフ') . 'のみ編集可能です'
FORBIDDEN	403	api/store/staff-management.php	192	この店舗へのアクセス権がありません
INVALID_USERNAME	400	api/store/staff-management.php	202	ユーザー名は半角英数字・ハイフン・アンダースコア（3〜50文字）で入力してください
DUPLICATE_USERNAME	409	api/store/staff-management.php	205	このユーザー名は既に使用されています
FORBIDDEN	403	api/store/staff-management.php	235	指定された店舗への操作権限がありません
MISSING_ID	400	api/store/staff-management.php	279	idが必要です
MISSING_STORE	400	api/store/staff-management.php	280	store_id は必須です
CANNOT_DELETE_SELF	400	api/store/staff-management.php	283	自分自身は削除できません
NOT_FOUND	404	api/store/staff-management.php	289	ユーザーが見つかりません
FORBIDDEN	403	api/store/staff-management.php	291	($kind === 'device' ? 'デバイス' : 'スタッフ') . 'のみ削除可能です'
FORBIDDEN	403	api/store/staff-management.php	298	この店舗の' . ($kind === 'device' ? 'デバイス' : 'スタッフ') . 'ではありません
DELETE_FAILED	500	api/store/staff-management.php	308	削除に失敗しました
MIGRATION_REQUIRED	500	api/store/table-sessions.php	29	この機能にはデータベースの更新が必要です
VALIDATION	400	api/store/table-sessions.php	91	store_id と table_id は必須です
VALIDATION	400	api/store/table-sessions.php	97	プランとコースは同時に選択できません
ALREADY_ACTIVE	409	api/store/table-sessions.php	107	このテーブルには既にアクティブなセッションがあります
PLAN_NOT_FOUND	404	api/store/table-sessions.php	121	プランが見つかりません
COURSE_NOT_FOUND	404	api/store/table-sessions.php	139	コースが見つかりません
NO_PHASE	400	api/store/table-sessions.php	146	コースにフェーズが設定されていません
MISSING_ID	400	api/store/table-sessions.php	215	idが必要です
MISSING_STORE	400	api/store/table-sessions.php	219	store_idが必要です
NOT_FOUND	404	api/store/table-sessions.php	225	セッションが見つかりません
INVALID_STATUS	400	api/store/table-sessions.php	233	無効なステータスです
NO_FIELDS	400	api/store/table-sessions.php	259	更新項目がありません
MISSING_PARAMS	400	api/store/table-sessions.php	270	idとstore_idが必要です
MIGRATION_REQUIRED	500	api/store/course-phases.php	24	この機能にはデータベースの更新が必要です
VALIDATION	400	api/store/course-phases.php	35	store_id, course_id, name は必須です
NOT_FOUND	404	api/store/course-phases.php	42	コースが見つかりません
MISSING_ID	400	api/store/course-phases.php	77	idが必要です
MISSING_STORE	400	api/store/course-phases.php	81	store_idが必要です
NOT_FOUND	404	api/store/course-phases.php	91	フェーズが見つかりません
NO_FIELDS	400	api/store/course-phases.php	109	更新項目がありません
MISSING_PARAMS	400	api/store/course-phases.php	120	idとstore_idが必要です
NOT_FOUND	404	api/store/course-phases.php	131	フェーズが見つかりません
RECEIPT_NOT_FOUND	404	api/store/receipt.php	48	領収書が見つかりません
PAYMENT_NOT_FOUND	404	api/store/receipt.php	59	支払い情報が見つかりません
PAYMENT_NOT_FOUND	404	api/store/receipt.php	163	支払い情報が見つかりません
INVALID_DATE	400	api/store/receipt.php	185	日付形式が不正です (YYYY-MM-DD)
MISSING_PARAMS	400	api/store/receipt.php	199	payment_id または store_id+date を指定してください
MISSING_PAYMENT	400	api/store/receipt.php	212	payment_id は必須です
INVALID_TYPE	400	api/store/receipt.php	215	receipt_type は receipt または invoice を指定してください
PAYMENT_NOT_FOUND	404	api/store/receipt.php	229	支払い情報が見つかりません
NO_ITEMS	400	api/store/receipt.php	253	明細がありません
NO_REG_NUMBER	400	api/store/receipt.php	276	適格簡易請求書の発行には登録番号の設定が必要です
GENERATE_FAILED	500	api/store/receipt.php	329	'領収書の作成に失敗しました: ' . $e->getMessage()
VALIDATION	400	api/store/device-registration-token.php	19	リクエストボディが不正です
VALIDATION	400	api/store/device-registration-token.php	27	store_id と display_name は必須です
MIGRATION_REQUIRED	500	api/store/device-registration-token.php	41	デバイス登録トークン機能のマイグレーションが未適用です
MIGRATION	500	api/store/active-sessions.php	24	user_sessions テーブルが未作成です。migration-g2-user-sessions.sql を実行してください。
MISSING_FIELDS	400	api/store/active-sessions.php	66	session_id は必須です
NOT_FOUND	404	api/store/active-sessions.php	77	セッションが見つかりません
FORBIDDEN	403	api/store/active-sessions.php	83	オーナーのセッションは無効化できません
FORBIDDEN	403	api/store/active-sessions.php	89	このセッションへのアクセス権がありません
VALIDATION	400	api/store/refund-payment.php	23	リクエストボディが不正です
VALIDATION	400	api/store/refund-payment.php	31	payment_id と store_id は必須です
PIN_REQUIRED	400	api/store/refund-payment.php	43	返金には担当スタッフ PIN の入力が必要です
INVALID_PIN	400	api/store/refund-payment.php	46	担当 PIN は 4〜8 桁の数字で入力してください
MIGRATION	500	api/store/refund-payment.php	63	PIN 機能のマイグレーションが未適用です (migration-cp1-cashier-pin.sql / migration-l3-shift-management.sql)
PIN_INVALID	401	api/store/refund-payment.php	76	PIN が一致しないか、対象スタッフが出勤中ではありません
MIGRATION_REQUIRED	500	api/store/refund-payment.php	85	返金機能のマイグレーションが未適用です
NOT_FOUND	404	api/store/refund-payment.php	110	指定された決済が見つかりません
CASH_REFUND	400	api/store/refund-payment.php	116	現金決済はシステム返金できません。手動で返金してください。
NO_GATEWAY	400	api/store/refund-payment.php	122	この決済は外部決済ゲートウェイを使用していません
ALREADY_REFUNDED	400	api/store/refund-payment.php	128	この決済は既に返金処理中または返金済みです
INVALID_STATUS	400	api/store/refund-payment.php	134	決済が完了していないため返金できません
ALREADY_REFUNDED	400	api/store/refund-payment.php	146	この決済は既に返金処理中または返金済みです
MIGRATION_REQUIRED	500	api/store/refund-payment.php	154	返金用マイグレーション (migration-s3-refund-pending.sql) が未適用です
DB_ERROR	500	api/store/refund-payment.php	156	返金処理の前段で失敗しました
CONNECT_NOT_CONFIGURED	500	api/store/refund-payment.php	169	Stripe Connect が設定されていません
PLATFORM_KEY_MISSING	500	api/store/refund-payment.php	181	プラットフォームの Stripe キーが設定されていません
GATEWAY_NOT_CONFIGURED	500	api/store/refund-payment.php	196	Stripe が設定されていません
REFUND_FAILED	502	api/store/refund-payment.php	218	'返金に失敗しました: ' . ($refundResult['error'] ?? '不明なエラー')
DB_ERROR	500	api/store/refund-payment.php	253	'返金は完了しましたが DB 反映に失敗しました。サポートへご連絡ください。 refund_id=' . $refundResult['refund_id']
MISSING_PARAM	400	api/store/reservation-seat.php	27	reservation_id と store_id が必要です
RESERVATION_NOT_FOUND	404	api/store/reservation-seat.php	33	予約が見つかりません
INVALID_STATUS	400	api/store/reservation-seat.php	35	'この予約は着席できません: ' . $r['status']
NO_TABLE_ASSIGNED	400	api/store/reservation-seat.php	50	着席先テーブルが指定されていません
INVALID_TABLE	400	api/store/reservation-seat.php	56	テーブルが店舗に属していません
TABLE_OCCUPIED	409	api/store/reservation-seat.php	62	テーブルは既に使用中です
SEAT_FAILED	500	api/store/reservation-seat.php	94	'着席処理に失敗しました: ' . $e->getMessage()
MISSING_STORE	400	api/store/receipt-settings.php	59	store_id は必須です
INVALID_REG_NUMBER	400	api/store/receipt-settings.php	69	登録番号は T + 13桁の数字で入力してください（例: T1234567890123）
NO_FIELDS	400	api/store/receipt-settings.php	101	更新項目がありません
